163A0;6.723;0.366;2.206;0.635;0.328;0.725;0.984;0.060;0.659;0.522;0.813;0.657;0.841;5.477;0.330;0.279;3.192;0.448;0.466;1.413;0.836;1.544;0.379;0.781;0.774;4.599;0.519;0.544;2.377;0.648;5.384;0.693;0.860;0.276;0.000;0.712;0.813;0.323;0.328;1.251;0.703;1.079;2.358;1.076;0.649;0.372;0.847;0.255;0.678;1.269;3.480;0.567;1.230;0.624;0.471;1.936;1.568;0.724;0.497;0.901;2.132;0.706;0.927;0.725;1.006;1.357;0.330;0.176;1.210;0.656;0.743;0.743;1.818;0.838;1.310;2.074;0.688;0.861;0.303;1.377;0.899;1.212;0.721;0.784;0.589;0.736;0.542;2.492;1.983;0.360;0.826;1.774;1.996;7.226;0.603;0.444;0.423;2.522;1.392;0.401
39B0;6.158;0.912;2.377;0.262;0.814;0.432;0.571;0.681;1.179;0.336;1.226;1.226;1.359;4.912;0.461;0.897;2.624;1.100;0.917;2.014;0.537;1.115;0.972;1.312;1.298;4.044;1.123;1.066;2.565;1.142;4.850;0.541;1.334;0.869;0.712;0.000;1.368;0.826;0.937;0.803;1.320;0.682;1.841;0.608;1.125;0.440;1.307;0.655;1.209;0.854;3.876;0.801;0.746;0.430;0.958;1.434;0.988;1.332;1.072;0.648;1.610;0.471;1.486;0.473;0.470;1.737;0.627;0.830;0.722;0.872;0.614;0.470;2.004;1.182;0.780;1.580;1.288;0.437;0.765;0.832;1.393;0.725;1.341;1.313;1.093;1.344;0.345;1.918;1.503;0.674;1.298;1.254;1.429;6.680;0.551;0.498;1.085;1.964;0.986;0.733
212C1;7.416;0.528;1.775;1.235;0.927;1.473;1.714;0.825;0.752;1.219;0.781;0.254;0.412;6.174;1.124;0.554;3.932;0.398;0.541;1.148;1.575;2.321;0.466;0.300;0.597;5.335;0.325;0.357;1.921;0.389;6.097;1.471;0.228;0.602;0.813;1.368;0.000;0.621;0.554;1.755;0.291;1.840;3.102;1.805;0.596;1.114;0.301;0.760;0.332;1.753;3.173;0.822;1.955;1.369;0.466;2.599;2.282;0.152;0.339;1.686;2.867;1.431;0.480;1.466;1.738;0.812;0.852;0.682;1.937;1.335;1.526;1.445;1.361;0.649;2.081;2.804;0.190;1.617;0.683;2.143;0.299;1.937;0.186;0.171;0.466;0.155;1.122;3.181;2.705;1.057;0.532;2.524;2.750;7.941;1.287;0.922;0.488;3.270;2.179;0.672
67B0;6.806;0.104;1.907;0.774;0.564;0.865;1.100;0.306;0.788;0.647;0.863;0.559;0.707;5.563;0.570;0.283;3.320;0.346;0.452;1.283;0.969;1.720;0.323;0.575;0.735;4.719;0.431;0.442;2.082;0.582;5.481;0.917;0.666;0.200;0.323;0.826;0.621;0.000;0.330;1.210;0.544;1.236;2.485;1.191;0.618;0.526;0.601;0.247;0.415;1.208;3.255;0.330;1.339;0.761;0.270;1.990;1.676;0.566;0.391;1.128;2.251;0.887;0.728;0.852;1.143;1.075;0.240;0.332;1.322;0.784;0.997;0.828;1.521;0.822;1.489;2.187;0.545;1.020;0.073;1.549;0.639;1.322;0.582;0.629;0.364;0.568;0.680;2.573;2.087;0.623;0.780;1.911;2.145;7.325;0.736;0.522;0.433;2.658;1.596;0.375
69A0;6.990;0.311;2.134;0.808;0.549;0.993;1.248;0.331;0.477;0.809;0.768;0.398;0.707;5.748;0.635;0.113;3.468;0.250;0.293;1.370;1.092;1.811;0.123;0.630;0.707;4.877;0.275;0.341;2.302;0.378;5.657;1.014;0.643;0.157;0.328;0.937;0.554;0.330;0.000;1.432;0.535;1.344;2.633;1.347;0.611;0.627;0.677;0.315;0.532;1.484;3.449;0.620;1.506;0.890;0.400;2.187;1.835;0.481;0.247;1.150;2.406;1.016;0.811;0.997;1.263;1.233;0.492;0.173;1.487;0.874;0.982;1.005;1.724;0.633;1.593;2.342;0.461;1.127;0.348;1.659;0.719;1.489;0.461;0.544;0.528;0.474;0.698;2.760;2.254;0.634;0.686;2.048;2.275;7.500;0.912;0.532;0.179;2.801;1.653;0.320
184E0;5.753;1.305;2.253;1.020;1.413;0.782;0.711;1.205;1.795;0.891;1.829;1.702;1.785;4.521;1.075;1.398;2.379;1.540;1.468;2.226;0.801;1.183;1.452;1.665;1.777;3.737;1.602;1.550;2.459;1.657;4.474;1.083;1.727;1.316;1.251;0.803;1.755;1.210;1.432;0.000;1.708;0.873;1.624;0.704;1.633;0.957;1.630;1.125;1.524;0.552;3.622;0.957;0.737;0.820;1.374;1.047;0.870;1.735;1.544;1.097;1.394;1.018;1.785;0.792;0.749;1.880;1.018;1.375;0.730;1.121;1.161;0.727;1.967;1.743;1.004;1.348;1.711;0.809;1.152;1.005;1.685;0.726;1.754;1.739;1.427;1.735;1.074;1.580;1.258;1.309;1.824;1.160;1.360;6.302;1.006;1.134;1.583;1.785;1.195;1.271
180D0;7.318;0.441;1.800;1.213;0.761;1.379;1.622;0.728;0.775;1.108;0.712;0.334;0.324;6.072;1.014;0.499;3.832;0.295;0.578;0.931;1.487;2.222;0.448;0.207;0.438;5.228;0.314;0.381;1.944;0.518;5.988;1.322;0.387;0.557;0.703;1.320;0.291;0.544;0.535;1.708;0.000;1.748;2.996;1.709;0.467;1.032;0.361;0.726;0.265;1.675;3.058;0.767;1.853;1.275;0.388;2.510;2.195;0.182;0.355;1.600;2.765;1.291;0.300;1.365;1.664;0.826;0.773;0.606;1.836;1.203;1.442;1.349;1.416;0.786;1.982;2.702;0.169;1.532;0.615;2.045;0.345;1.835;0.228;0.322;0.315;0.242;1.100;3.088;2.599;0.909;0.521;2.426;2.653;7.832;1.127;0.918;0.432;3.167;2.086;0.705
207A0;5.674;1.333;2.810;0.887;1.196;0.376;0.208;1.047;1.599;0.766;1.770;1.712;1.872;4.435;0.787;1.330;2.138;1.502;1.446;2.264;0.276;0.487;1.418;1.792;1.794;3.542;1.580;1.579;2.998;1.655;4.331;0.671;1.867;1.253;1.079;0.682;1.840;1.236;1.344;0.873;1.748;0.000;1.298;0.233;1.648;0.730;1.816;1.096;1.642;0.957;3.988;1.189;0.317;0.476;1.450;0.972;0.598;1.774;1.543;0.366;1.081;0.756;1.914;0.395;0.254;2.212;1.017;1.229;0.306;0.744;0.539;0.457;2.492;1.759;0.406;1.018;1.747;0.256;1.170;0.448;1.865;0.320;1.773;1.824;1.548;1.772;0.958;1.490;0.946;1.052;1.850;0.717;0.970;6.170;0.848;1.094;1.478;1.474;0.414;1.266
134A0;4.385;2.583;3.697;2.069;2.429;1.642;1.390;2.328;2.885;1.952;2.985;2.989;3.100;3.146;2.053;2.612;0.865;2.776;2.715;3.376;1.546;0.897;2.700;3.018;3.015;2.246;2.858;2.844;3.878;2.932;3.039;1.809;3.108;2.532;2.358;1.841;3.102;2.485;2.633;1.624;2.996;1.298;0.000;1.299;2.869;2.010;3.031;2.365;2.868;1.650;4.713;2.364;1.151;1.746;2.685;0.684;0.871;3.042;2.819;1.587;0.242;1.855;3.115;1.645;1.400;3.329;2.252;2.517;1.170;1.944;1.783;1.659;3.470;3.009;1.137;0.323;3.013;1.517;2.420;1.071;3.079;1.172;3.047;3.084;2.761;3.041;2.167;0.469;0.436;2.274;3.091;0.596;0.505;4.875;1.970;2.327;2.768;0.293;1.116;2.527
71A0;5.650;1.289;2.643;0.851;1.187;0.364;0.124;1.042;1.640;0.682;1.736;1.692;1.813;4.405;0.784;1.320;2.131;1.487;1.426;2.215;0.309;0.613;1.407;1.730;1.746;3.536;1.563;1.546;2.831;1.641;4.318;0.651;1.811;1.243;1.076;0.608;1.805;1.191;1.347;0.704;1.709;0.233;1.299;0.000;1.595;0.722;1.743;1.071;1.583;0.733;3.883;1.102;0.163;0.466;1.390;0.891;0.509;1.748;1.522;0.543;1.066;0.683;1.848;0.367;0.205;2.099;0.958;1.234;0.144;0.803;0.677;0.375;2.338;1.742;0.423;1.014;1.718;0.277;1.126;0.451;1.796;0.151;1.755;1.785;1.478;1.749;0.926;1.422;0.925;1.043;1.809;0.722;0.966;6.159;0.759;1.057;1.486;1.468;0.592;1.239
83E1;7.190;0.548;1.927;0.985;0.546;1.288;1.529;0.688;0.721;0.920;0.315;0.455;0.313;5.937;0.876;0.518;3.670;0.502;0.475;1.216;1.419;2.106;0.512;0.439;0.188;5.076;0.441;0.369;2.074;0.537;5.869;1.114;0.507;0.655;0.649;1.125;0.596;0.618;0.611;1.633;0.467;1.648;2.869;1.595;0.000;0.963;0.542;0.705;0.570;1.580;3.359;0.831;1.733;1.200;0.392;2.432;2.043;0.538;0.454;1.488;2.638;1.046;0.592;1.287;1.525;1.019;0.768;0.585;1.713;1.264;1.328;1.280;1.521;0.640;1.794;2.598;0.456;1.410;0.668;1.858;0.639;1.711;0.569;0.472;0.432;0.613;0.877;2.948;2.502;0.675;0.281;2.290;2.475;7.704;0.923;0.727;0.556;3.004;1.955;0.622
119A0;6.369;0.618;2.308;0.484;0.587;0.369;0.625;0.329;0.950;0.337;1.118;0.984;1.162;5.126;0.199;0.604;2.844;0.782;0.736;1.684;0.478;1.209;0.692;1.080;1.108;4.252;0.852;0.853;2.491;0.939;5.035;0.525;1.146;0.533;0.372;0.440;1.114;0.526;0.627;0.957;1.032;0.730;2.010;0.722;0.963;0.000;1.108;0.378;0.939;1.004;3.607;0.587;0.881;0.268;0.736;1.580;1.215;1.049;0.814;0.611;1.782;0.551;1.225;0.376;0.649;1.567;0.339;0.516;0.862;0.500;0.506;0.398;1.938;1.085;0.987;1.721;1.020;0.509;0.461;1.050;1.161;0.865;1.049;1.095;0.853;1.049;0.455;2.140;1.633;0.500;1.149;1.424;1.655;6.877;0.504;0.472;0.766;2.177;1.073;0.569
21D1;7.303;0.516;1.529;1.202;0.938;1.441;1.665;0.856;0.946;1.142;0.785;0.440;0.344;6.059;1.118;0.635;3.847;0.516;0.611;1.127;1.552;2.301;0.573;0.186;0.569;5.242;0.471;0.425;1.682;0.549;5.997;1.428;0.207;0.674;0.847;1.307;0.301;0.601;0.677;1.630;0.361;1.816;3.031;1.743;0.542;1.108;0.000;0.773;0.267;1.585;3.063;0.719;1.883;1.343;0.391;2.504;2.198;0.369;0.462;1.710;2.792;1.355;0.387;1.430;1.691;0.586;0.803;0.763;1.865;1.366;1.568;1.391;1.110;0.747;2.031;2.736;0.357;1.587;0.664;2.088;0.144;1.863;0.430;0.308;0.339;0.403;1.097;3.072;2.632;1.052;0.550;2.463;2.680;7.837;1.196;0.903;0.653;3.192;2.177;0.697
74B0;6.705;0.321;2.090;0.575;0.540;0.732;0.978;0.211;0.714;0.548;0.887;0.637;0.854;5.463;0.435;0.290;3.193;0.477;0.408;1.506;0.840;1.575;0.352;0.759;0.845;4.603;0.519;0.506;2.271;0.590;5.381;0.815;0.790;0.231;0.255;0.655;0.760;0.247;0.315;1.125;0.726;1.096;2.365;1.071;0.705;0.378;0.773;0.000;0.630;1.189;3.476;0.415;1.228;0.633;0.427;1.900;1.549;0.711;0.466;0.955;2.134;0.795;0.941;0.739;0.990;1.281;0.248;0.278;1.209;0.738;0.816;0.734;1.688;0.769;1.338;2.074;0.683;0.868;0.197;1.399;0.833;1.211;0.712;0.738;0.568;0.711;0.482;2.468;1.984;0.548;0.845;1.781;2.006;7.223;0.698;0.337;0.476;2.529;1.433;0.249
10D1;7.157;0.326;1.642;1.132;0.814;1.271;1.497;0.684;0.893;1.017;0.846;0.437;0.455;5.915;0.963;0.498;3.701;0.346;0.581;1.025;1.373;2.126;0.455;0.241;0.608;5.091;0.389;0.414;1.800;0.561;5.838;1.283;0.395;0.492;0.678;1.209;0.332;0.415;0.532;1.524;0.265;1.642;2.868;1.583;0.570;0.939;0.267;0.630;0.000;1.480;3.009;0.572;1.724;1.168;0.298;2.346;2.059;0.313;0.384;1.538;2.632;1.236;0.374;1.252;1.547;0.718;0.632;0.613;1.708;1.132;1.401;1.218;1.255;0.833;1.890;2.567;0.321;1.429;0.484;1.949;0.241;1.706;0.365;0.400;0.218;0.325;1.029;2.934;2.461;0.929;0.657;2.304;2.538;7.682;1.063;0.843;0.513;3.044;2.007;0.631
11E1;5.745;1.290;2.067;1.079;1.386;0.848;0.767;1.234;1.872;0.856;1.781;1.720;1.727;4.505;1.088;1.434;2.396;1.547;1.504;2.108;0.871;1.275;1.496;1.619;1.730;3.740;1.613;1.562;2.251;1.696;4.466;1.045;1.708;1.351;1.269;0.854;1.753;1.208;1.484;0.552;1.675;0.957;1.650;0.733;1.580;1.004;1.585;1.189;1.480;0.000;3.511;0.995;0.739;0.875;1.339;1.057;0.898;1.736;1.564;1.208;1.414;0.949;1.713;0.819;0.823;1.756;1.000;1.409;0.738;1.181;1.271;0.716;1.828;1.804;1.044;1.380;1.709;0.883;1.160;1.047;1.633;0.726;1.768;1.744;1.381;1.744;1.129;1.565;1.267;1.288;1.798;1.200;1.390;6.294;0.907;1.182;1.619;1.798;1.309;1.319
23E1;8.180;3.221;2.410;3.943;3.544;3.737;3.831;3.481;3.788;3.618;3.633;3.363;3.168;7.066;3.658;3.421;5.435;3.245;3.569;2.336;3.785;4.335;3.400;3.036;3.276;6.503;3.342;3.388;2.379;3.529;6.975;3.781;3.228;3.368;3.480;3.876;3.173;3.255;3.449;3.622;3.058;3.988;4.713;3.883;3.359;3.607;3.063;3.476;3.009;3.511;0.000;3.152;3.932;3.672;3.238;4.151;4.219;3.158;3.358;4.065;4.532;3.750;2.816;3.687;3.993;2.644;3.352;3.495;3.933;3.444;4.010;3.628;2.660;3.777;4.250;4.445;3.194;3.906;3.296;4.280;2.955;3.924;3.191;3.271;3.054;3.156;3.874;4.682;4.318;3.646;3.463;4.391;4.642;8.678;3.534;3.737;3.395;4.942;4.349;3.589
188E1;6.628;0.397;1.770;0.825;0.792;0.829;1.021;0.532;1.070;0.651;1.098;0.812;0.898;5.389;0.686;0.579;3.189;0.636;0.697;1.392;0.928;1.669;0.605;0.738;0.947;4.574;0.713;0.687;1.962;0.828;5.318;0.970;0.832;0.490;0.567;0.801;0.822;0.330;0.620;0.957;0.767;1.189;2.364;1.102;0.831;0.587;0.719;0.415;0.572;0.995;3.152;0.000;1.236;0.743;0.484;1.819;1.554;0.796;0.662;1.168;2.127;0.913;0.862;0.815;1.082;1.069;0.310;0.623;1.220;0.822;1.079;0.762;1.403;1.026;1.444;2.062;0.782;0.988;0.307;1.493;0.753;1.218;0.822;0.835;0.508;0.796;0.761;2.410;1.958;0.808;1.004;1.812;2.050;7.160;0.754;0.637;0.734;2.543;1.578;0.567
176A1;5.495;1.436;2.720;0.994;1.325;0.522;0.276;1.197;1.799;0.817;1.874;1.846;1.953;4.249;0.935;1.476;1.982;1.638;1.582;2.324;0.461;0.546;1.563;1.869;1.883;3.383;1.717;1.698;2.906;1.798;4.163;0.760;1.958;1.399;1.230;0.746;1.955;1.339;1.506;0.737;1.853;0.317;1.151;0.163;1.733;0.881;1.883;1.228;1.724;0.739;3.932;1.236;0.000;0.623;1.534;0.749;0.374;1.898;1.676;0.661;0.916;0.787;1.980;0.520;0.334;2.216;1.106;1.390;0.026;0.928;0.813;0.521;2.432;1.897;0.392;0.868;1.867;0.431;1.275;0.396;1.934;0.027;1.907;1.936;1.615;1.901;1.074;1.267;0.776;1.180;1.954;0.586;0.833;6.004;0.868;1.209;1.642;1.321;0.583;1.395
118A0;6.106;0.858;2.430;0.592;0.789;0.108;0.363;0.587;1.202;0.388;1.354;1.249;1.405;4.863;0.370;0.869;2.586;1.035;1.000;1.846;0.221;0.960;0.956;1.317;1.343;3.990;1.115;1.115;2.616;1.206;4.769;0.470;1.398;0.788;0.624;0.430;1.369;0.761;0.890;0.820;1.275;0.476;1.746;0.466;1.200;0.268;1.343;0.633;1.168;0.875;3.672;0.743;0.623;0.000;0.978;1.323;0.968;1.303;1.077;0.457;1.518;0.524;1.444;0.115;0.425;1.759;0.546;0.779;0.605;0.464;0.442;0.179;2.087;1.341;0.765;1.455;1.275;0.278;0.695;0.823;1.391;0.609;1.305;1.355;1.075;1.302;0.614;1.885;1.366;0.672;1.402;1.166;1.408;6.612;0.522;0.691;1.026;1.921;0.849;0.825
183D0;6.997;0.196;1.790;0.861;0.579;1.076;1.311;0.481;0.755;0.772;0.660;0.404;0.455;5.750;0.729;0.320;3.506;0.312;0.370;1.211;1.193;1.932;0.313;0.357;0.511;4.909;0.318;0.268;1.956;0.463;5.679;1.044;0.444;0.367;0.471;0.958;0.466;0.270;0.400;1.374;0.388;1.450;2.685;1.390;0.392;0.736;0.391;0.427;0.298;1.339;3.238;0.484;1.534;0.978;0.000;2.195;1.857;0.428;0.286;1.331;2.449;0.984;0.555;1.067;1.333;0.908;0.458;0.422;1.515;1.030;1.188;1.041;1.385;0.682;1.660;2.395;0.381;1.219;0.329;1.720;0.467;1.514;0.465;0.428;0.193;0.463;0.756;2.755;2.295;0.675;0.543;2.109;2.324;7.521;0.833;0.574;0.431;2.843;1.800;0.404
203B0;4.821;2.090;3.059;1.687;2.058;1.231;0.972;1.897;2.514;1.532;2.596;2.525;2.623;3.585;1.666;2.165;1.447;2.310;2.273;2.892;1.140;0.821;2.243;2.512;2.579;2.779;2.397;2.379;3.244;2.478;3.506;1.499;2.603;2.065;1.936;1.434;2.599;1.990;2.187;1.047;2.510;0.972;0.684;0.891;2.432;1.580;2.504;1.900;2.346;1.057;4.151;1.819;0.749;1.323;2.195;0.000;0.555;2.555;2.352;1.330;0.488;1.513;2.604;1.221;1.031;2.748;1.759;2.092;0.771;1.537;1.509;1.197;2.847;2.583;0.956;0.424;2.533;1.151;1.926;0.901;2.542;0.769;2.567;2.598;2.256;2.549;1.774;0.663;0.339;1.920;2.653;0.537;0.707;5.348;1.574;1.899;2.331;0.900;1.026;2.071
128B0;5.179;1.773;2.952;1.226;1.650;0.864;0.620;1.535;2.102;1.125;2.163;2.168;2.272;3.932;1.263;1.805;1.655;1.980;1.883;2.683;0.801;0.533;1.889;2.197;2.200;3.066;2.046;2.013;3.140;2.104;3.863;1.060;2.267;1.735;1.568;0.988;2.282;1.676;1.835;0.870;2.195;0.598;0.871;0.509;2.043;1.215;2.198;1.549;2.059;0.898;4.219;1.554;0.374;0.968;1.857;0.555;0.000;2.234;2.000;0.920;0.635;1.067;2.318;0.875;0.588;2.519;1.440;1.722;0.385;1.291;1.091;0.874;2.676;2.168;0.439;0.630;2.200;0.736;1.610;0.380;2.259;0.385;2.244;2.253;1.946;2.238;1.325;0.944;0.568;1.493;2.255;0.343;0.519;5.696;1.182;1.482;1.979;1.002;0.647;1.691
45C0;7.371;0.468;1.855;1.205;0.823;1.408;1.655;0.742;0.687;1.159;0.738;0.218;0.393;6.128;1.046;0.475;3.878;0.285;0.516;1.068;1.512;2.250;0.396;0.288;0.527;5.279;0.246;0.327;2.002;0.395;6.043;1.385;0.324;0.533;0.724;1.332;0.152;0.566;0.481;1.735;0.182;1.774;3.042;1.748;0.538;1.049;0.369;0.711;0.313;1.736;3.158;0.796;1.898;1.303;0.428;2.555;2.234;0.000;0.283;1.610;2.810;1.358;0.440;1.400;1.686;0.883;0.803;0.595;1.880;1.240;1.446;1.387;1.453;0.679;2.017;2.745;0.085;1.556;0.631;2.082;0.361;1.880;0.066;0.220;0.416;0.084;1.090;3.138;2.647;0.964;0.517;2.464;2.693;7.888;1.210;0.897;0.381;3.213;2.106;0.656
101A0;7.161;0.315;1.970;0.929;0.627;1.180;1.431;0.512;0.519;0.927;0.635;0.175;0.480;5.916;0.805;0.226;3.646;0.189;0.245;1.268;1.288;2.017;0.142;0.416;0.532;5.057;0.074;0.125;2.130;0.229;5.835;1.160;0.402;0.326;0.497;1.072;0.339;0.391;0.247;1.544;0.355;1.543;2.819;1.522;0.454;0.814;0.462;0.466;0.384;1.564;3.358;0.662;1.676;1.077;0.286;2.352;2.000;0.283;0.000;1.367;2.587;1.132;0.628;1.180;1.442;1.039;0.605;0.354;1.656;1.081;1.201;1.174;1.550;0.520;1.770;2.528;0.244;1.315;0.442;1.835;0.519;1.658;0.282;0.301;0.396;0.303;0.813;2.919;2.435;0.742;0.482;2.233;2.452;7.678;1.010;0.622;0.223;2.979;1.864;0.383
164A0;5.965;1.215;2.880;0.755;1.000;0.409;0.475;0.876;1.322;0.721;1.570;1.525;1.727;4.729;0.623;1.146;2.405;1.332;1.255;2.179;0.379;0.704;1.235;1.670;1.627;3.809;1.397;1.408;3.066;1.456;4.617;0.579;1.727;1.093;0.901;0.648;1.686;1.128;1.150;1.097;1.600;0.366;1.587;0.543;1.488;0.611;1.710;0.955;1.538;1.208;4.065;1.168;0.661;0.457;1.331;1.330;0.920;1.610;1.367;0.000;1.387;0.710;1.806;0.452;0.441;2.175;0.946;1.028;0.645;0.667;0.199;0.560;2.525;1.547;0.590;1.331;1.580;0.328;1.066;0.656;1.764;0.656;1.598;1.660;1.448;1.608;0.806;1.816;1.275;0.861;1.665;1.012;1.227;6.448;0.819;0.942;1.271;1.743;0.513;1.104
150A0;4.599;2.349;3.466;1.842;2.208;1.414;1.160;2.101;2.669;1.720;2.760;2.758;2.865;3.356;1.829;2.383;1.082;2.547;2.485;3.160;1.322;0.723;2.470;2.782;2.786;2.472;2.628;2.611;3.649;2.702;3.260;1.593;2.871;2.303;2.132;1.610;2.867;2.251;2.406;1.394;2.765;1.081;0.242;1.066;2.638;1.782;2.792;2.134;2.632;1.414;4.532;2.127;0.916;1.518;2.449;0.488;0.635;2.810;2.587;1.387;0.000;1.633;2.882;1.417;1.171;3.089;2.017;2.291;0.935;1.735;1.581;1.426;3.233;2.781;0.930;0.149;2.781;1.292;2.186;0.863;2.841;0.936;2.817;2.850;2.526;2.810;1.939;0.495;0.237;2.055;2.860;0.382;0.368;5.098;1.743;2.096;2.543;0.457;0.945;2.295
186D0;6.183;0.952;2.428;0.573;0.641;0.526;0.669;0.707;1.232;0.281;1.146;1.276;1.317;4.929;0.431;0.945;2.641;1.110;1.020;1.830;0.647;1.142;1.038;1.304;1.191;4.045;1.159;1.122;2.602;1.250;4.854;0.190;1.399;0.950;0.706;0.471;1.431;0.887;1.016;1.018;1.291;0.756;1.855;0.683;1.046;0.551;1.355;0.795;1.236;0.949;3.750;0.913;0.787;0.524;0.984;1.513;1.067;1.358;1.132;0.710;1.633;0.000;1.421;0.535;0.638;1.755;0.715;0.861;0.766;0.836;0.665;0.560;2.084;1.319;0.787;1.611;1.303;0.559;0.847;0.848;1.433;0.763;1.371;1.367;1.074;1.388;0.596;1.963;1.524;0.486;1.279;1.288;1.451;6.683;0.222;0.709;1.109;1.974;1.020;0.908
89E1;7.390;0.635;1.576;1.407;0.951;1.543;1.770;0.950;1.062;1.249;0.856;0.599;0.370;6.145;1.209;0.760;3.944;0.573;0.828;0.753;1.654;2.387;0.719;0.256;0.522;5.324;0.600;0.623;1.710;0.777;6.068;1.472;0.499;0.802;0.927;1.486;0.480;0.728;0.811;1.785;0.300;1.914;3.115;1.848;0.592;1.225;0.387;0.941;0.374;1.713;2.816;0.862;1.980;1.444;0.555;2.604;2.318;0.440;0.628;1.806;2.882;1.421;0.000;1.522;1.825;0.612;0.934;0.865;1.964;1.373;1.663;1.492;1.223;1.007;2.137;2.822;0.436;1.703;0.800;2.196;0.331;1.961;0.494;0.513;0.398;0.489;1.301;3.178;2.711;1.095;0.664;2.561;2.787;7.909;1.235;1.124;0.725;3.287;2.270;0.936
151A0;6.003;0.949;2.464;0.665;0.872;0.077;0.266;0.690;1.311;0.440;1.443;1.352;1.494;4.759;0.461;0.973;2.487;1.132;1.106;1.900;0.150;0.877;1.062;1.404;1.431;3.888;1.217;1.217;2.649;1.312;4.664;0.479;1.492;0.890;0.725;0.473;1.466;0.852;0.997;0.792;1.365;0.395;1.645;0.367;1.287;0.376;1.430;0.739;1.252;0.819;3.687;0.815;0.520;0.115;1.067;1.221;0.875;1.400;1.180;0.452;1.417;0.535;1.522;0.000;0.363;1.823;0.630;0.884;0.504;0.495;0.483;0.117;2.135;1.447;0.691;1.353;1.373;0.230;0.788;0.746;1.475;0.507;1.404;1.454;1.157;1.399;0.700;1.783;1.261;0.749;1.498;1.068;1.316;6.508;0.545;0.788;1.130;1.823;0.786;0.929
72A0;5.752;1.240;2.669;0.695;1.118;0.327;0.208;0.971;1.519;0.625;1.639;1.608;1.754;4.508;0.704;1.240;2.211;1.427;1.320;2.245;0.300;0.660;1.325;1.684;1.684;3.628;1.486;1.462;2.858;1.538;4.427;0.611;1.739;1.175;1.006;0.470;1.738;1.143;1.263;0.749;1.664;0.254;1.400;0.205;1.525;0.649;1.691;0.990;1.547;0.823;3.993;1.082;0.334;0.425;1.333;1.031;0.588;1.686;1.442;0.441;1.171;0.638;1.825;0.363;0.000;2.087;0.916;1.151;0.311;0.826;0.561;0.393;2.338;1.613;0.403;1.129;1.653;0.173;1.075;0.447;1.755;0.321;1.690;1.708;1.443;1.688;0.781;1.527;1.057;0.966;1.720;0.807;1.021;6.262;0.747;0.931;1.409;1.547;0.574;1.131
32E1;7.475;1.007;0.993;1.682;1.429;1.849;2.035;1.362;1.525;1.554;1.257;1.010;0.777;6.242;1.593;1.191;4.127;1.049;1.189;1.088;1.951;2.690;1.140;0.667;1.000;5.483;1.041;1.008;1.126;1.128;6.195;1.849;0.738;1.195;1.357;1.737;0.812;1.075;1.233;1.880;0.826;2.212;3.329;2.099;1.019;1.567;0.586;1.281;0.718;1.756;2.644;1.069;2.216;1.759;0.908;2.748;2.519;0.883;1.039;2.175;3.089;1.755;0.612;1.823;2.087;0.000;1.232;1.309;2.203;1.765;2.059;1.759;0.638;1.293;2.424;3.033;0.894;2.002;1.132;2.472;0.534;2.197;0.943;0.859;0.785;0.903;1.593;3.312;2.917;1.537;1.040;2.799;3.019;8.024;1.569;1.415;1.207;3.495;2.602;1.243
68A0;6.572;0.338;1.986;0.632;0.581;0.646;0.871;0.292;0.920;0.455;0.989;0.776;0.907;5.329;0.421;0.450;3.085;0.570;0.590;1.444;0.751;1.503;0.517;0.791;0.908;4.484;0.647;0.640;2.166;0.766;5.248;0.748;0.875;0.355;0.330;0.627;0.852;0.240;0.492;1.018;0.773;1.017;2.252;0.958;0.768;0.339;0.803;0.248;0.632;1.000;3.352;0.310;1.106;0.546;0.458;1.759;1.440;0.803;0.605;0.946;2.017;0.715;0.934;0.630;0.916;1.232;0.000;0.433;1.088;0.660;0.841;0.596;1.615;0.961;1.268;1.955;0.779;0.801;0.180;1.326;0.848;1.088;0.818;0.850;0.557;0.805;0.564;2.337;1.856;0.573;0.957;1.680;1.914;7.092;0.577;0.463;0.623;2.424;1.390;0.438
161A0;6.883;0.337;2.197;0.709;0.389;0.879;1.139;0.200;0.504;0.676;0.732;0.506;0.749;5.638;0.485;0.138;3.348;0.330;0.335;1.391;0.986;1.691;0.231;0.698;0.698;4.759;0.373;0.415;2.365;0.489;5.546;0.852;0.743;0.205;0.176;0.830;0.682;0.332;0.173;1.375;0.606;1.229;2.517;1.234;0.585;0.516;0.763;0.278;0.613;1.409;3.495;0.623;1.390;0.779;0.422;2.092;1.722;0.595;0.354;1.028;2.291;0.861;0.865;0.884;1.151;1.309;0.433;0.000;1.371;0.787;0.857;0.901;1.794;0.698;1.460;2.232;0.559;1.009;0.335;1.528;0.815;1.373;0.582;0.650;0.555;0.604;0.601;2.651;2.143;0.465;0.712;1.930;2.149;7.387;0.765;0.463;0.265;2.678;1.530;0.333
