147A0;5.908;1.067;2.580;0.732;0.993;0.144;0.190;0.798;1.388;0.573;1.565;1.460;1.624;4.668;0.572;1.079;2.391;1.243;1.207;2.025;0.000;0.759;1.165;1.531;1.563;3.792;1.326;1.329;2.768;1.410;4.568;0.574;1.609;0.990;0.836;0.537;1.575;0.969;1.092;0.801;1.487;0.276;1.546;0.309;1.419;0.478;1.552;0.840;1.373;0.871;3.785;0.928;0.461;0.221;1.193;1.140;0.801;1.512;1.288;0.379;1.322;0.647;1.654;0.150;0.300;1.951;0.751;0.986;0.446;0.536;0.461;0.221;2.252;1.538;0.626;1.252;1.488;0.180;0.902;0.677;1.596;0.453;1.512;1.567;1.288;1.506;0.779;1.704;1.168;0.867;1.619;0.970;1.227;6.411;0.684;0.881;1.229;1.730;0.670;1.025
168A0;5.267;1.816;3.248;1.310;1.627;0.860;0.661;1.516;2.023;1.221;2.206;2.184;2.344;4.035;1.243;1.800;1.719;1.974;1.912;2.690;0.759;0.000;1.890;2.272;2.248;3.112;2.052;2.053;3.435;2.122;3.915;1.047;2.350;1.728;1.544;1.115;2.321;1.720;1.811;1.183;2.222;0.487;0.897;0.613;2.106;1.209;2.301;1.575;2.126;1.275;4.335;1.669;0.546;0.960;1.932;0.821;0.533;2.250;2.017;0.704;0.723;1.142;2.387;0.877;0.660;2.690;1.503;1.691;0.553;1.149;0.901;0.933;2.949;2.208;0.450;0.668;2.222;0.723;1.655;0.431;2.350;0.565;2.247;2.302;2.027;2.248;1.395;1.195;0.645;1.475;2.310;0.385;0.616;5.746;1.268;1.551;1.939;1.070;0.239;1.738
100B0;7.049;0.277;2.051;0.838;0.552;1.058;1.313;0.389;0.491;0.831;0.689;0.302;0.595;5.806;0.689;0.101;3.530;0.195;0.234;1.319;1.165;1.890;0.000;0.524;0.606;4.940;0.182;0.227;2.218;0.307;5.720;1.054;0.535;0.216;0.379;0.972;0.466;0.323;0.123;1.452;0.448;1.418;2.700;1.407;0.512;0.692;0.573;0.352;0.455;1.496;3.400;0.605;1.563;0.956;0.313;2.243;1.889;0.396;0.142;1.235;2.470;1.038;0.719;1.062;1.325;1.140;0.517;0.231;1.543;0.957;1.069;1.063;1.636;0.571;1.653;2.410;0.364;1.194;0.359;1.718;0.627;1.545;0.385;0.437;0.439;0.404;0.723;2.812;2.319;0.652;0.581;2.114;2.335;7.563;0.924;0.542;0.175;2.863;1.734;0.315
220E1;7.312;0.478;1.633;1.207;0.833;1.417;1.650;0.800;0.881;1.112;0.703;0.390;0.233;6.066;1.067;0.578;3.842;0.425;0.597;0.996;1.531;2.272;0.524;0.000;0.430;5.237;0.403;0.390;1.781;0.546;5.995;1.363;0.272;0.637;0.781;1.312;0.300;0.575;0.630;1.665;0.207;1.792;3.018;1.730;0.439;1.080;0.186;0.759;0.241;1.619;3.036;0.738;1.869;1.317;0.357;2.512;2.197;0.288;0.416;1.670;2.782;1.304;0.256;1.404;1.684;0.667;0.791;0.698;1.852;1.303;1.520;1.375;1.234;0.767;2.007;2.725;0.259;1.567;0.645;2.067;0.217;1.850;0.352;0.292;0.263;0.349;1.098;3.079;2.621;0.966;0.485;2.449;2.668;7.837;1.138;0.910;0.568;3.181;2.143;0.711
2E1;7.337;0.653;1.933;1.161;0.655;1.434;1.678;0.816;0.774;1.077;0.365;0.487;0.259;6.084;1.020;0.624;3.821;0.552;0.607;1.102;1.563;2.248;0.606;0.430;0.000;5.223;0.500;0.464;2.070;0.614;6.012;1.248;0.529;0.761;0.774;1.298;0.597;0.735;0.707;1.777;0.438;1.794;3.015;1.746;0.188;1.108;0.569;0.845;0.608;1.730;3.276;0.947;1.883;1.343;0.511;2.579;2.200;0.527;0.532;1.627;2.786;1.191;0.522;1.431;1.684;1.000;0.908;0.698;1.863;1.360;1.462;1.427;1.538;0.727;1.947;2.744;0.450;1.562;0.793;2.011;0.642;1.861;0.555;0.482;0.493;0.609;1.051;3.101;2.646;0.803;0.287;2.440;2.629;7.847;1.058;0.901;0.610;3.154;2.097;0.776
109A0;2.210;4.817;5.671;4.263;4.647;3.885;3.632;4.570;5.113;4.168;5.178;5.226;5.313;1.028;4.288;4.853;1.424;5.017;4.944;5.532;3.792;3.112;4.940;5.237;5.223;0.000;5.098;5.075;5.836;5.164;0.918;4.012;5.327;4.775;4.599;4.044;5.335;4.719;4.877;3.737;5.228;3.542;2.246;3.536;5.076;4.252;5.242;4.603;5.091;3.740;6.503;4.574;3.383;3.990;4.909;2.779;3.066;5.279;5.057;3.809;2.472;4.045;5.324;3.888;3.628;5.483;4.484;4.759;3.401;4.174;4.004;3.896;5.522;5.218;3.335;2.547;5.249;3.755;4.655;3.265;5.292;3.401;5.288;5.314;4.978;5.281;4.370;2.185;2.645;4.488;5.302;2.831;2.635;2.662;4.167;4.540;5.012;2.091;3.310;4.754
124A0;7.205;0.348;1.988;0.979;0.625;1.219;1.472;0.540;0.506;0.966;0.617;0.149;0.454;5.960;0.834;0.256;3.688;0.166;0.293;1.222;1.326;2.052;0.182;0.403;0.500;5.098;0.000;0.159;2.144;0.251;5.876;1.182;0.407;0.361;0.519;1.123;0.325;0.431;0.275;1.602;0.314;1.580;2.858;1.563;0.441;0.852;0.471;0.519;0.389;1.613;3.342;0.713;1.717;1.115;0.318;2.397;2.046;0.246;0.074;1.397;2.628;1.159;0.600;1.217;1.486;1.041;0.647;0.373;1.698;1.098;1.228;1.214;1.573;0.545;1.808;2.568;0.204;1.355;0.485;1.874;0.518;1.699;0.239;0.292;0.407;0.272;0.863;2.965;2.475;0.753;0.463;2.273;2.493;7.719;1.035;0.676;0.199;3.020;1.898;0.445
219D1;7.179;0.368;1.933;0.911;0.629;1.214;1.462;0.562;0.545;0.925;0.545;0.177;0.412;5.933;0.830;0.293;3.662;0.289;0.214;1.301;1.329;2.053;0.227;0.390;0.464;5.075;0.159;0.000;2.093;0.214;5.859;1.168;0.345;0.414;0.544;1.066;0.357;0.442;0.341;1.550;0.381;1.579;2.844;1.546;0.369;0.853;0.425;0.506;0.414;1.562;3.388;0.687;1.698;1.115;0.268;2.379;2.013;0.327;0.125;1.408;2.611;1.122;0.623;1.217;1.462;1.008;0.640;0.415;1.678;1.158;1.242;1.208;1.505;0.450;1.783;2.558;0.266;1.343;0.491;1.846;0.512;1.679;0.341;0.262;0.389;0.368;0.794;2.932;2.466;0.741;0.382;2.257;2.465;7.699;1.005;0.601;0.325;2.995;1.899;0.383
25E1;7.650;2.042;0.218;2.570;2.453;2.684;2.796;2.373;2.626;2.419;2.291;2.118;1.871;6.460;2.541;2.257;4.589;2.143;2.244;1.921;2.768;3.435;2.218;1.781;2.070;5.836;2.144;2.093;0.000;2.208;6.461;2.728;1.828;2.235;2.377;2.565;1.921;2.082;2.302;2.459;1.944;2.998;3.878;2.831;2.074;2.491;1.682;2.271;1.800;2.251;2.379;1.962;2.906;2.616;1.956;3.244;3.140;2.002;2.130;3.066;3.649;2.602;1.710;2.649;2.858;1.126;2.166;2.365;2.899;2.672;2.994;2.556;0.643;2.325;3.173;3.603;2.014;2.821;2.121;3.203;1.645;2.890;2.062;1.964;1.844;2.015;2.511;3.741;3.481;2.527;2.108;3.439;3.636;8.233;2.422;2.366;2.306;4.033;3.405;2.248
80A0;7.273;0.522;2.051;0.959;0.755;1.303;1.552;0.661;0.441;1.052;0.616;0.195;0.552;6.030;0.926;0.387;3.747;0.404;0.236;1.443;1.410;2.122;0.307;0.546;0.614;5.164;0.251;0.214;2.208;0.000;5.954;1.283;0.409;0.493;0.648;1.142;0.389;0.582;0.378;1.657;0.518;1.655;2.932;1.641;0.537;0.939;0.549;0.590;0.561;1.696;3.529;0.828;1.798;1.206;0.463;2.478;2.104;0.395;0.229;1.456;2.702;1.250;0.777;1.312;1.538;1.128;0.766;0.489;1.778;1.248;1.283;1.310;1.613;0.319;1.863;2.647;0.362;1.420;0.619;1.928;0.625;1.780;0.381;0.309;0.589;0.408;0.843;3.031;2.561;0.856;0.450;2.341;2.547;7.793;1.158;0.653;0.365;3.081;1.955;0.418
58A0;1.393;5.579;6.304;5.080;5.448;4.668;4.410;5.353;5.924;4.961;5.993;6.007;6.088;0.417;5.085;5.635;2.273;5.786;5.739;6.232;4.568;3.915;5.720;5.995;6.012;0.918;5.876;5.859;6.461;5.954;0.000;4.821;6.097;5.545;5.384;4.850;6.097;5.481;5.657;4.474;5.988;4.331;3.039;4.318;5.869;5.035;5.997;5.381;5.838;4.466;6.975;5.318;4.163;4.769;5.679;3.506;3.863;6.043;5.835;4.617;3.260;4.854;6.068;4.664;4.427;6.195;5.248;5.546;4.184;4.922;4.814;4.664;6.199;6.028;4.160;3.317;6.019;4.551;5.418;4.091;6.036;4.183;6.054;6.089;5.736;6.040;5.183;2.951;3.404;5.296;6.102;3.633;3.468;1.847;4.957;5.343;5.792;2.923;4.127;5.543
110B0;6.163;0.985;2.553;0.637;0.638;0.469;0.623;0.694;1.214;0.368;1.209;1.308;1.383;4.911;0.398;0.956;2.610;1.119;1.060;1.837;0.574;1.047;1.054;1.363;1.248;4.012;1.182;1.168;2.728;1.283;4.821;0.000;1.465;0.952;0.693;0.541;1.471;0.917;1.014;1.083;1.322;0.671;1.809;0.651;1.114;0.525;1.428;0.815;1.283;1.045;3.781;0.970;0.760;0.470;1.044;1.499;1.060;1.385;1.160;0.579;1.593;0.190;1.472;0.479;0.611;1.849;0.748;0.852;0.740;0.723;0.532;0.538;2.210;1.372;0.739;1.563;1.335;0.500;0.874;0.807;1.495;0.740;1.391;1.416;1.133;1.410;0.657;1.960;1.478;0.481;1.343;1.240;1.417;6.652;0.313;0.771;1.101;1.940;0.911;0.952
4D1;7.405;0.578;1.680;1.191;0.934;1.496;1.731;0.873;0.815;1.194;0.682;0.317;0.312;6.160;1.141;0.613;3.922;0.512;0.527;1.234;1.609;2.350;0.535;0.272;0.529;5.327;0.407;0.345;1.828;0.409;6.097;1.465;0.000;0.687;0.860;1.334;0.228;0.666;0.643;1.727;0.387;1.867;3.108;1.811;0.507;1.146;0.207;0.790;0.395;1.708;3.228;0.832;1.958;1.398;0.444;2.603;2.267;0.324;0.402;1.727;2.871;1.399;0.499;1.492;1.739;0.738;0.875;0.743;1.939;1.431;1.571;1.465;1.248;0.577;2.073;2.817;0.300;1.632;0.725;2.133;0.299;1.938;0.370;0.154;0.456;0.366;1.080;3.163;2.719;1.053;0.418;2.529;2.739;7.937;1.262;0.882;0.603;3.261;2.208;0.663
54A0;6.877;0.215;2.063;0.779;0.554;0.894;1.143;0.262;0.629;0.724;0.853;0.496;0.748;5.636;0.571;0.172;3.371;0.283;0.383;1.342;0.990;1.728;0.216;0.637;0.761;4.775;0.361;0.414;2.235;0.493;5.545;0.952;0.687;0.000;0.276;0.869;0.602;0.200;0.157;1.316;0.557;1.253;2.532;1.243;0.655;0.533;0.674;0.231;0.492;1.351;3.368;0.490;1.399;0.788;0.367;2.065;1.735;0.533;0.326;1.093;2.303;0.950;0.802;0.890;1.175;1.195;0.355;0.205;1.381;0.770;0.942;0.887;1.667;0.749;1.518;2.235;0.520;1.040;0.208;1.581;0.707;1.383;0.527;0.612;0.483;0.523;0.678;2.649;2.142;0.622;0.773;1.952;2.187;7.389;0.829;0.519;0.293;2.706;1.586;0.331
