192E1;7.3126;0.8021;2.1553;1.0395;0.6475;1.4349;1.6759;0.8575;0.6793;1.0656;0.0000;0.5943;0.5192;6.0583;1.0003;0.6938;3.7663;0.7184;0.5747;1.4390;1.5647;2.2056;0.6887;0.7030;0.3654;5.1779;0.6168;0.5446;2.2914;0.6161;5.9933;1.2085;0.6819;0.8529;0.8135;1.2257;0.7810;0.8631;0.7682;1.8292;0.7118;1.7704;2.9850;1.7355;0.3155;1.1176;0.7848;0.8875;0.8463;1.7814;3.6328;1.0977;1.8743;1.3538;0.6602;2.5956;2.1627;0.7377;0.6349;1.5698;2.7599;1.1456;0.8562;1.4430;1.6393;1.2572;0.9889;0.7320;1.8521;1.4501;1.3984;1.4502;1.7401;0.5872;1.8736;2.7304;0.6580;1.5288;0.9029;1.9399;0.8880;1.8513;0.7511;0.6337;0.7379;0.8078;0.9356;3.0784;2.6427;0.7564;0.2867;2.4012;2.5623;7.8202;1.0741;0.8165;0.7053;3.0990;2.0331;0.7513;2.0052;1.0301;1.0836;1.2663;2.4207
8B1;7.3317;0.4734;1.9672;1.0664;0.7381;1.3503;1.6024;0.6775;0.5175;1.0846;0.5943;0.0000;0.4063;6.0865;0.9643;0.3880;3.8135;0.3002;0.3390;1.2524;1.4597;2.1839;0.3022;0.3895;0.4872;5.2255;0.1494;0.1773;2.1183;0.1955;6.0068;1.3081;0.3174;0.4958;0.6571;1.2263;0.2543;0.5585;0.3982;1.7017;0.3341;1.7122;2.9888;1.6920;0.4553;0.9840;0.4400;0.6366;0.4374;1.7199;3.3625;0.8123;1.8462;1.2488;0.4036;2.5248;2.1676;0.2180;0.1747;1.5246;2.7576;1.2763;0.5988;1.3517;1.6082;1.0104;0.7758;0.5055;1.8264;1.2424;1.3526;1.3470;1.5425;0.4700;1.9304;2.7003;0.1734;1.4824;0.6128;1.9956;0.4953;1.8274;0.2109;0.1778;0.4745;0.2552;0.9485;3.0882;2.6078;0.8672;0.3888;2.4019;2.6158;7.8491;1.1570;0.7572;0.3176;3.1460;2.0252;0.5220;2.0153;1.0606;0.9182;1.1708;2.4208
14E1;7.4059;0.6116;1.7353;1.2263;0.8120;1.5017;1.7407;0.8714;0.8420;1.1589;0.5192;0.4063;0.0000;6.1553;1.1131;0.6424;3.9118;0.5236;0.6050;1.0633;1.6242;2.3445;0.5953;0.2327;0.2595;5.3130;0.4542;0.4119;1.8713;0.5524;6.0882;1.3829;0.3125;0.7481;0.8410;1.3586;0.4118;0.7069;0.7070;1.7854;0.3244;1.8724;3.0996;1.8134;0.3130;1.1621;0.3441;0.8536;0.4545;1.7267;3.1681;0.8983;1.9530;1.4053;0.4546;2.6226;2.2717;0.3935;0.4799;1.7269;2.8653;1.3168;0.3704;1.4936;1.7544;0.7773;0.9066;0.7489;1.9339;1.4196;1.5676;1.4739;1.3320;0.7026;2.0521;2.8176;0.3329;1.6385;0.7731;2.1145;0.4135;1.9316;0.4427;0.3177;0.4124;0.4726;1.1149;3.1653;2.7157;0.9527;0.3032;2.5246;2.7257;7.9268;1.1692;0.9374;0.6228;3.2475;2.2025;0.7644;2.1551;1.2054;1.0308;1.3615;2.5428
19B1;1.2566;5.6609;6.3055;5.1414;5.5384;4.7612;4.5019;5.4451;6.0189;5.0340;6.0583;6.0865;6.1553;0.0000;5.1753;5.7222;2.3537;5.8775;5.8123;6.3391;4.6682;4.0349;5.8059;6.0662;6.0838;1.0281;5.9602;5.9325;6.4599;6.0298;0.4166;4.9112;6.1599;5.6357;5.4772;4.9123;6.1741;5.5632;5.7482;4.5209;6.0724;4.4348;3.1459;4.4046;5.9368;5.1255;6.0592;5.4627;5.9150;4.5048;7.0663;5.3894;4.2485;4.8633;5.7504;3.5850;3.9320;6.1279;5.9163;4.7294;3.3557;4.9286;6.1450;4.7593;4.5083;6.2417;5.3286;5.6381;4.2684;5.0482;4.9256;4.7524;6.2090;6.0894;4.2456;3.4235;6.1007;4.6422;5.5002;4.1737;6.1042;4.2666;6.1414;6.1605;5.8086;6.1275;5.2476;3.0020;3.5084;5.3839;6.1664;3.7286;3.5488;1.8062;5.0340;5.4081;5.8879;3.0089;4.2448;5.6149;4.1431;5.1444;5.1942;4.9574;3.7342
159A0;6.4228;0.6430;2.3639;0.4601;0.4340;0.4501;0.7040;0.3175;0.8909;0.2854;1.0003;0.9643;1.1131;5.1753;0.0000;0.5916;2.8771;0.7744;0.7106;1.6578;0.5724;1.2434;0.6889;1.0672;1.0201;4.2883;0.8343;0.8303;2.5412;0.9262;5.0848;0.3977;1.1413;0.5713;0.3298;0.4610;1.1238;0.5698;0.6347;1.0750;1.0144;0.7867;2.0532;0.7840;0.8763;0.1992;1.1182;0.4352;0.9629;1.0883;3.6579;0.6863;0.9352;0.3700;0.7294;1.6663;1.2626;1.0458;0.8053;0.6230;1.8289;0.4315;1.2087;0.4609;0.7039;1.5926;0.4213;0.4854;0.9143;0.5791;0.4911;0.5017;1.9902;1.0507;0.9839;1.7789;1.0047;0.5600;0.5213;1.0522;1.1809;0.9166;1.0462;1.0832;0.8480;1.0595;0.4211;2.1941;1.6928;0.3168;1.0746;1.4653;1.6754;6.9234;0.4024;0.4595;0.7465;2.2052;1.0909;0.5859;1.0734;0.4845;0.3486;0.3519;1.4750
99A0;6.9667;0.2571;2.0891;0.7708;0.4666;0.9706;1.2269;0.2926;0.5078;0.7438;0.6938;0.3880;0.6424;5.7222;0.5916;0.0000;3.4425;0.2300;0.2588;1.3334;1.0791;1.8000;0.1011;0.5776;0.6244;4.8527;0.2564;0.2929;2.2570;0.3872;5.6348;0.9556;0.6130;0.1720;0.2789;0.8967;0.5536;0.2830;0.1125;1.3983;0.4986;1.3299;2.6118;1.3202;0.5176;0.6045;0.6354;0.2899;0.4984;1.4342;3.4210;0.5788;1.4759;0.8686;0.3199;2.1648;1.8052;0.4746;0.2263;1.1462;2.3832;0.9452;0.7600;0.9733;1.2404;1.1908;0.4496;0.1379;1.4563;0.8770;0.9803;0.9786;1.6798;0.6258;1.5620;2.3235;0.4388;1.1058;0.3088;1.6278;0.6900;1.4581;0.4669;0.5220;0.4538;0.4859;0.6582;2.7297;2.2327;0.5598;0.6251;2.0259;2.2466;7.4775;0.8336;0.4897;0.2022;2.7743;1.6447;0.2977;1.6396;0.7752;0.5652;0.8064;2.0399
108A0;3.5901;3.4174;4.4130;2.8402;3.2418;2.4796;2.2297;3.1624;3.6960;2.7591;3.7663;3.8135;3.9118;2.3537;2.8771;3.4425;0.0000;3.6153;3.5253;4.2099;2.3909;1.7195;3.5298;3.8416;3.8210;1.4240;3.6881;3.6620;4.5892;3.7471;2.2727;2.6102;3.9217;3.3708;3.1918;2.6244;3.9321;3.3196;3.4676;2.3792;3.8322;2.1377;0.8652;2.1309;3.6704;2.8437;3.8474;3.1930;3.7011;2.3963;5.4348;3.1893;1.9816;2.5858;3.5063;1.4466;1.6551;3.8776;3.6462;2.4052;1.0819;2.6412;3.9442;2.4870;2.2114;4.1274;3.0848;3.3481;1.9986;2.8057;2.5984;2.4980;4.2113;3.7948;1.9161;1.1781;3.8449;2.3423;3.2545;1.8454;3.9037;1.9992;3.8852;3.9051;3.5862;3.8802;2.9469;0.8544;1.2846;3.0807;3.8889;1.4230;1.2135;4.0783;2.7723;3.1194;3.6048;0.6733;1.9133;3.3370;1.8191;2.8514;2.9483;2.6636;1.4331
170A0;7.1214;0.2628;1.9851;0.9892;0.5857;1.1403;1.3919;0.4672;0.5873;0.9136;0.7184;0.3002;0.5236;5.8775;0.7744;0.2300;3.6153;0.0000;0.3958;1.1326;1.2433;1.9740;0.1952;0.4254;0.5522;5.0174;0.1657;0.2888;2.1434;0.4044;5.7863;1.1191;0.5121;0.2827;0.4476;1.0996;0.3980;0.3458;0.2500;1.5402;0.2946;1.5024;2.7760;1.4869;0.5023;0.7818;0.5164;0.4766;0.3464;1.5470;3.2451;0.6365;1.6383;1.0346;0.3116;2.3104;1.9801;0.2855;0.1886;1.3323;2.5470;1.1096;0.5732;1.1323;1.4270;1.0486;0.5697;0.3302;1.6204;0.9695;1.1699;1.1294;1.5892;0.7000;1.7505;2.4818;0.2678;1.2889;0.4045;1.8159;0.5340;1.6211;0.2809;0.4118;0.3619;0.2968;0.8774;2.8906;2.3851;0.7155;0.5904;2.1979;2.4285;7.6314;0.9680;0.7024;0.1740;2.9483;1.8285;0.4865;1.8239;0.9880;0.6872;1.0028;2.2060
37A0;7.0577;0.4202;2.0781;0.7356;0.5753;1.0937;1.3422;0.4767;0.4578;0.8242;0.5747;0.3390;0.6050;5.8123;0.7106;0.2588;3.5253;0.3958;0.0000;1.4845;1.2075;1.9118;0.2335;0.5965;0.6066;4.9437;0.2935;0.2139;2.2436;0.2356;5.7388;1.0599;0.5269;0.3832;0.4656;0.9165;0.5409;0.4523;0.2928;1.4682;0.5783;1.4457;2.7151;1.4256;0.4745;0.7358;0.6106;0.4079;0.5814;1.5043;3.5690;0.6972;1.5816;1.0004;0.3696;2.2728;1.8830;0.5159;0.2455;1.2552;2.4846;1.0197;0.8282;1.1058;1.3198;1.1887;0.5905;0.3347;1.5602;1.0943;1.0875;1.1060;1.6437;0.3854;1.6371;2.4353;0.4650;1.2050;0.4729;1.7015;0.7037;1.5621;0.5137;0.4534;0.5399;0.5380;0.6178;2.8130;2.3495;0.6497;0.4969;2.1228;2.3225;7.5766;0.9387;0.4296;0.3552;2.8587;1.7466;0.2235;1.7279;0.7320;0.7312;0.8838;2.1509
199E1;7.5717;1.2128;1.8344;1.9861;1.3929;1.9380;2.1384;1.4409;1.5952;1.7174;1.4390;1.2524;1.0633;6.3391;1.6578;1.3334;4.2099;1.1326;1.4845;0.0000;2.0254;2.6896;1.3194;0.9963;1.1016;5.5323;1.2221;1.3014;1.9215;1.4426;6.2321;1.8370;1.2339;1.3416;1.4130;2.0145;1.1482;1.2833;1.3702;2.2261;0.9305;2.2643;3.3755;2.2151;1.2155;1.6835;1.1267;1.5060;1.0246;2.1079;2.3361;1.3920;2.3238;1.8457;1.2112;2.8919;2.6833;1.0682;1.2681;2.1788;3.1598;1.8301;0.7526;1.8997;2.2450;1.0884;1.4442;1.3913;2.3134;1.6209;2.0536;1.8793;1.6434;1.6985;2.5094;3.0863;1.0863;2.1077;1.3445;2.5678;1.0326;2.3086;1.0929;1.2158;1.0464;1.0905;1.8900;3.4716;2.9677;1.5390;1.3206;2.8723;3.1156;8.0621;1.6257;1.7434;1.2552;3.5726;2.6003;1.5781;2.5765;1.9741;1.4755;1.9342;2.8467
147A0;5.9078;1.0675;2.5799;0.7318;0.9933;0.1438;0.1897;0.7983;1.3885;0.5727;1.5647;1.4597;1.6242;4.6682;0.5724;1.0791;2.3909;1.2433;1.2075;2.0254;0.0000;0.7590;1.1651;1.5311;1.5630;3.7916;1.3261;1.3293;2.7675;1.4097;4.5684;0.5743;1.6092;0.9902;0.8359;0.5374;1.5755;0.9691;1.0916;0.8007;1.4868;0.2757;1.5462;0.3090;1.4186;0.4784;1.5524;0.8399;1.3729;0.8709;3.7847;0.9275;0.4605;0.2209;1.1928;1.1398;0.8008;1.5117;1.2879;0.3790;1.3218;0.6469;1.6538;0.1497;0.2997;1.9511;0.7507;0.9856;0.4458;0.5362;0.4606;0.2210;2.2523;1.5384;0.6257;1.2525;1.4881;0.1802;0.9022;0.6767;1.5963;0.4533;1.5120;1.5673;1.2883;1.5064;0.7792;1.7037;1.1677;0.8670;1.6191;0.9699;1.2270;6.4110;0.6843;0.8806;1.2294;1.7296;0.6704;1.0248;0.6264;0.7544;0.6212;0.3705;0.9820
168A0;5.2675;1.8160;3.2477;1.3103;1.6266;0.8602;0.6605;1.5157;2.0229;1.2206;2.2056;2.1839;2.3445;4.0349;1.2434;1.8000;1.7195;1.9740;1.9118;2.6896;0.7590;0.0000;1.8897;2.2721;2.2483;3.1117;2.0524;2.0533;3.4352;2.1215;3.9153;1.0473;2.3497;1.7283;1.5443;1.1152;2.3213;1.7202;1.8112;1.1830;2.2218;0.4874;0.8970;0.6134;2.1061;1.2090;2.3010;1.5751;2.1257;1.2755;4.3349;1.6688;0.5461;0.9601;1.9315;0.8209;0.5330;2.2505;2.0175;0.7037;0.7230;1.1424;2.3868;0.8767;0.6599;2.6899;1.5032;1.6915;0.5533;1.1494;0.9010;0.9330;2.9485;2.2076;0.4496;0.6677;2.2225;0.7235;1.6546;0.4315;2.3502;0.5646;2.2465;2.3020;2.0268;2.2476;1.3945;1.1949;0.6455;1.4754;2.3097;0.3853;0.6158;5.7456;1.2676;1.5515;1.9391;1.0704;0.2393;1.7378;0.2922;1.3410;1.3621;1.0472;0.3461
100B0;7.0495;0.2766;2.0512;0.8375;0.5518;1.0583;1.3126;0.3891;0.4906;0.8315;0.6887;0.3022;0.5953;5.8059;0.6889;0.1011;3.5298;0.1952;0.2335;1.3194;1.1651;1.8897;0.0000;0.5242;0.6055;4.9401;0.1823;0.2272;2.2178;0.3069;5.7202;1.0539;0.5351;0.2159;0.3791;0.9723;0.4662;0.3235;0.1228;1.4525;0.4483;1.4182;2.6996;1.4066;0.5124;0.6922;0.5734;0.3518;0.4555;1.4964;3.3997;0.6049;1.5627;0.9562;0.3134;2.2433;1.8892;0.3960;0.1418;1.2352;2.4701;1.0381;0.7189;1.0616;1.3251;1.1403;0.5169;0.2314;1.5432;0.9574;1.0688;1.0632;1.6356;0.5708;1.6529;2.4096;0.3639;1.1936;0.3591;1.7179;0.6270;1.5449;0.3855;0.4369;0.4393;0.4041;0.7231;2.8119;2.3188;0.6525;0.5814;2.1140;2.3352;7.5631;0.9244;0.5419;0.1751;2.8628;1.7343;0.3154;1.7285;0.8395;0.6450;0.8873;2.1302
220E1;7.3125;0.4778;1.6333;1.2073;0.8330;1.4169;1.6503;0.8001;0.8813;1.1120;0.7030;0.3895;0.2327;6.0662;1.0672;0.5776;3.8416;0.4254;0.5965;0.9963;1.5311;2.2721;0.5242;0.0000;0.4304;5.2366;0.4032;0.3899;1.7810;0.5461;5.9953;1.3633;0.2719;0.6367;0.7813;1.3118;0.3000;0.5751;0.6299;1.6654;0.2074;1.7918;3.0180;1.7295;0.4394;1.0795;0.1857;0.7593;0.2405;1.6189;3.0355;0.7375;1.8694;1.3169;0.3575;2.5117;2.1969;0.2881;0.4161;1.6698;2.7822;1.3038;0.2558;1.4039;1.6835;0.6672;0.7906;0.6978;1.8519;1.3032;1.5205;1.3754;1.2342;0.7673;2.0066;2.7254;0.2593;1.5669;0.6451;2.0668;0.2169;1.8496;0.3522;0.2922;0.2633;0.3485;1.0983;3.0793;2.6205;0.9661;0.4851;2.4491;2.6677;7.8372;1.1377;0.9104;0.5685;3.1810;2.1432;0.7106;2.0925;1.1855;0.9220;1.2895;2.4671
2E1;7.3374;0.6528;1.9327;1.1611;0.6549;1.4342;1.6780;0.8155;0.7737;1.0770;0.3654;0.4872;0.2595;6.0838;1.0201;0.6244;3.8210;0.5522;0.6066;1.1016;1.5630;2.2483;0.6055;0.4304;0.0000;5.2226;0.4998;0.4635;2.0701;0.6136;6.0117;1.2479;0.5287;0.7612;0.7735;1.2977;0.5970;0.7348;0.7069;1.7773;0.4379;1.7937;3.0149;1.7462;0.1876;1.1078;0.5692;0.8447;0.6078;1.7300;3.2758;0.9468;1.8832;1.3434;0.5112;2.5794;2.2003;0.5266;0.5317;1.6270;2.7859;1.1910;0.5217;1.4310;1.6842;1.0001;0.9081;0.6979;1.8631;1.3601;1.4621;1.4270;1.5383;0.7266;1.9468;2.7438;0.4499;1.5619;0.7933;2.0115;0.6419;1.8610;0.5554;0.4820;0.4931;0.6087;1.0511;3.1012;2.6455;0.8027;0.2875;2.4399;2.6290;7.8469;1.0584;0.9006;0.6104;3.1542;2.0967;0.7755;2.0611;1.1485;0.9968;1.3077;2.4503
109A0;2.2104;4.8166;5.6707;4.2632;4.6465;3.8852;3.6321;4.5700;5.1129;4.1682;5.1779;5.2255;5.3130;1.0281;4.2883;4.8527;1.4240;5.0174;4.9437;5.5323;3.7916;3.1117;4.9401;5.2366;5.2226;0.0000;5.0975;5.0747;5.8364;5.1644;0.9176;4.0123;5.3275;4.7750;4.5993;4.0442;5.3351;4.7188;4.8770;3.7367;5.2276;3.5416;2.2462;3.5358;5.0764;4.2521;5.2423;4.6028;5.0909;3.7402;6.5027;4.5744;3.3828;3.9899;4.9091;2.7791;3.0663;5.2795;5.0565;3.8094;2.4724;4.0452;5.3242;3.8881;3.6278;5.4832;4.4844;4.7586;3.4014;4.1737;4.0043;3.8957;5.5215;5.2176;3.3346;2.5473;5.2491;3.7552;4.6547;3.2648;5.2923;3.4012;5.2880;5.3142;4.9783;5.2806;4.3697;2.1854;2.6453;4.4883;5.3023;2.8311;2.6349;2.6615;4.1674;4.5400;5.0120;2.0907;3.3097;4.7538;3.2351;4.2731;4.3439;4.0790;2.8268
